name,division,class_name,order_name,family,sub_family,tribe,genus,authority
acuta,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a137
angustifolius,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a577
brevipedunculata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a1681
buxifolia,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a1801
ciliata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a2366
conduplicata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a2613
difformis,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a3417
epilosa,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a3883
ericifolia,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a3936
freyciana,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a4549
glasshousiensis,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a4801
hispidula,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a5387
lancifolia,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a6121
linearis,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a6526
myoporoides,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a7633
obovalis,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a8002
obovatifolia,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a8015
papillata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a8479
queenslandica,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a9645
reichenbachii,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a9822
salsolifolia,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a10303
scaber,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a10381
spicata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a10972
sporadica,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a11032
verrucosa,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a12290
virgata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Philotheca,a12407
haplophyllus,Div4,Cls8,Rutaceaeord,Rutaceae,,,Pitaviaster,a5183
bracteosa,Div4,Cls8,Rutaceaeord,Rutaceae,,,Ruta,a1629
graveolens,Div4,Cls8,Rutaceaeord,Rutaceae,,,Ruta,a5066
montana,Div4,Cls8,Rutaceaeord,Rutaceae,,,Ruta,a7433
simplicifolia,Div4,Cls8,Rutaceaeord,Rutaceae,,,Sarcomelicope,a10789
trifolia,Div4,Cls8,Rutaceaeord,Rutaceae,,,Triphasia,a11913
alatum,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zanthoxylum,a272
brachyacanthum,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zanthoxylum,a1582
parviflorum,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zanthoxylum,a8564
adenodonta,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a161
alata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a263
arborescens,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a714
aspalathoides,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a887
caducibracteata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a1811
compacta,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a2566
cytisoides,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a3116
distans,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a3539
fraseri,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a4542
furfuracea,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a4609
hindii,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a5324
ingramii,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a5699
laevigata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a6038
laxiflora,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a6281
minutiflora,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a7295
montana,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a7434
nana,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a7678
odorifera,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a8135
odrifera,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a8136
oreocena,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a8234
pilosa,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a8925
prostrata,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a9317
smithii,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a10839
southwellii,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a10868
veronicea,Div4,Cls8,Rutaceaeord,Rutaceae,,,Zieria,a12285
fordii,Div4,Cls8,Sabiaceaeord,Sabiaceae,,,Meliosma,a4471
sinensis,Div4,Cls8,Sabiaceaeord,Sabiaceae,,,Meliosma,a10810
squamulata,Div4,Cls8,Sabiaceaeord,Sabiaceae,,,Meliosma,a11054
costulata,Div4,Cls8,Salicaceaeord,Salicaceae,,,Casearia,a2822
dallachii,Div4,Cls8,Salicaceaeord,Salicaceae,,,Casearia,a3130
multinervosa,Div4,Cls8,Salicaceaeord,Salicaceae,,,Casearia,a7587
territorialis,Div4,Cls8,Salicaceaeord,Salicaceae,,,Flacourtia,a11645
brachybotrys,Div4,Cls8,Salicaceaeord,Salicaceae,,,Homalium,a1591
alba,Div4,Cls8,Salicaceaeord,Salicaceae,,,Populus,a287
canadensis,Div4,Cls8,Salicaceaeord,Salicaceae,,,Populus,a1973
deltoides,Div4,Cls8,Salicaceaeord,Salicaceae,,,Populus,a3261
nigra,Div4,Cls8,Salicaceaeord,Salicaceae,,,Populus,a7781
tremula,Div4,Cls8,Salicaceaeord,Salicaceae,,,Populus,a11851
yunnanensis,Div4,Cls8,Salicaceaeord,Salicaceae,,,Populus,a12694
alba,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a288
babylonica,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a1212
caprea,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a2076
cinerea,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a2387
discolor,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a3509
fragilis,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a4511
glauca,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a4819
matsudana,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a7021
purpurea,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a9549
repens,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a9861
rubens,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a10137
sepulcralis,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a10583
vitellina,Div4,Cls8,Salicaceaeord,Salicaceae,,,Salix,a12492
braunii,Div4,Cls8,Salicaceaeord,Salicaceae,,,Scolopia,a1642
longifolium,Div4,Cls8,Salicaceaeord,Salicaceae,,,Xylosma,a6656
maidenii,Div4,Cls8,Salicaceaeord,Salicaceae,,,Xylosma,a6916
ovatum,Div4,Cls8,Salicaceaeord,Salicaceae,,,Xylosma,a8308
terrae-reginae,Div4,Cls8,Salicaceaeord,Salicaceae,,,Xylosma,a11640
auriculata,Div4,Cls8,Salviniaceaeord,Salviniaceae,,,Salvinia,a1013
molesta,Div4,Cls8,Salviniaceaeord,Salviniaceae,,,Salvinia,a7348
filifolius,Div4,Cls8,Santalaceaeord,Santalaceae,,,Anthobolus,a4255
leptomerioides,Div4,Cls8,Santalaceaeord,Santalaceae,,,Anthobolus,a6367
candollei,Div4,Cls8,Santalaceaeord,Santalaceae,,,Choretrum,a1997
glomeratum,Div4,Cls8,Santalaceaeord,Santalaceae,,,Choretrum,a4875
pauciflorum,Div4,Cls8,Santalaceaeord,Santalaceae,,,Choretrum,a8646
spicatum,Div4,Cls8,Santalaceaeord,Santalaceae,,,Choretrum,a10980
umbellata,Div4,Cls8,Santalaceaeord,Santalaceae,,,Comandra,a12063
aphyllus,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a651
cupressiformis,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a3019
homalocladus,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a5413
latifolius,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a6228
nanus,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a7685
sparteus,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a10880
stricta,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a11227
strictus,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a11236
syrticola,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpos,a11468
aphyllus,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpus,a652
cupressiformis,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpus,a3020
latifolius,Div4,Cls8,Santalaceaeord,Santalaceae,,,Exocarpus,a6229
rubra,Div4,Cls8,Santalaceaeord,Santalaceae,,,Korthalsella,a10167
acida,Div4,Cls8,Santalaceaeord,Santalaceae,,,Leptomeria,a59
aphylla,Div4,Cls8,Santalaceaeord,Santalaceae,,,Leptomeria,a647
drupacea,Div4,Cls8,Santalaceaeord,Santalaceae,,,Leptomeria,a3653
umbellata,Div4,Cls8,Santalaceaeord,Santalaceae,,,Nestronia,a12064
cornifolius,Div4,Cls8,Santalaceaeord,Santalaceae,,,Notothixos,a2755
acerba,Div4,Cls8,Santalaceaeord,Santalaceae,,,Omphacomeria,a34
acuminata,Div4,Cls8,Santalaceaeord,Santalaceae,,,Santalum,a120
acuminatum,Div4,Cls8,Santalaceaeord,Santalaceae,,,Santalum,a125
lanceolatum,Div4,Cls8,Santalaceaeord,Santalaceae,,,Santalum,a6112
murrayanum,Div4,Cls8,Santalaceaeord,Santalaceae,,,Santalum,a7615
obtusifolium,Div4,Cls8,Santalaceaeord,Santalaceae,,,Santalum,a8057
australe,Div4,Cls8,Santalaceaeord,Santalaceae,,,Thesium,a1055
divaricatum,Div4,Cls8,Santalaceaeord,Santalaceae,,,Thesium,a3574
humile,Div4,Cls8,Santalaceaeord,Santalaceae,,,Thesium,a5471
barbatum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a1286
buergerinaum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a1756
campestre,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a1933
fabricia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a4115
griseum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a5087
lanceolatum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a6113
negundo,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a7706
palmatum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a8384
platanoides,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a8993
pseudoplatanus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a9353
rubrum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a10170
saccharinum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a10261
tutcheri,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Acer,a12038
carnea,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Aesculus,a2110
flava,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Aesculus,a4340
glabra,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Aesculus,a4758
hippocastanum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Aesculus,a5326
indica,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Aesculus,a5666
sylvatica,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Aesculus,a11446
connatus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a2664
coriaceus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a2746
diversifolius,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a3589
excelsus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a4078
forsythii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a4495
oleifolium,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a8159
oleifolius,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a8160
subcinereus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a11299
subdentatus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a11305
tomentosus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a11793
tropicus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a11986
unilobatus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Alectryon,a12127
cobbe,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Allophylus,a2465
chinense,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Amesiodendron,a2290
distylis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Arytera,a3556
divaricata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Arytera,a3567
foveolata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Arytera,a4501
hemiglauca,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Atalaya,a5239
multiflora,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Atalaya,a7575
salicifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Atalaya,a10281
hemiglauca,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Atalya,a5240
grandiflorum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cardiospermum,a5023
halicacabum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cardiospermum,a5156
alphandii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Castanospora,a356
dasyantha,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cnesmocarpon,a3153
australiana,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cossinia,a1069
anacardioides,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a490
dictyophora,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a3391
flagelliformis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a4334
foveolata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a4502
newmanii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a7770
papillosa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a8482
parvifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a8577
serrata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a10638
wadsworthii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Cupaniopsis,a12563
australis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Diploglottis,a1162
campbellii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Diploglottis,a1929
parvifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Diploglottis,a8578
huegelii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Diplopeltis,a5464
intermedia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Diplopeltis,a5743
stuartii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Diplopeltis,a11253
dodecandrus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Distichostemon,a3596
filamentosus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Distichostemon,a4227
hispidulus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Distichostemon,a5394
malvaceus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Distichostemon,a6937
attenuata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a966
baueri,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a1323
boronifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a1566
boroniifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a1567
coriacea,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a2741
crucifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a2929
cuneata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a2961
falcata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a4128
filifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a4252
heteromorpha,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a5268
hirsuta,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a5344
humilis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a5490
lanceolata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a6109
lobulata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a6601
macrossanii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a6860
malvaceum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a6936
megazyga,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a7083
multijuga,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a7585
peduncularis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a8689
petiolaris,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a8828
physocarpa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a8879
pinnata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a8960
polyandra,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a9077
rhombifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a9955
rupicola,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a10238
serratifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a10641
sinuolata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a10822
stenophylla,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a11116
tenuifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a11574
triangularis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a11861
triquetra,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a11965
truncatiales,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a11998
uncinata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a12096
vestita,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a12330
viscosa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonaea,a12484
viscosa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Dodonea,a12485
bidwillii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Elattostachys,a1425
nervosa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Elattostachys,a7748
xylocarpa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Elattostachys,a12677
falcatum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Ganophyllum,a4131
acutifolia,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Guioa,a149
australis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Guioa,a1163
semiglauca,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Guioa,a10556
alata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Harpullia,a264
frutescens,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Harpullia,a4561
hillii,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Harpullia,a5322
pendula,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Harpullia,a8725
pseudorhus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Jagera,a9354
elegans,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Koelreuteria,a3794
paniculata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Koelreuteria,a8457
pulchella,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Lepiderema,a9433
punctulata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Lepiderema,a9500
anodontus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Mischocarpus,a600
australis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Mischocarpus,a1164
exangulatus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Mischocarpus,a4061
lachnocarpus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Mischocarpus,a6004
pyriformis,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Mischocarpus,a9602
sundaicus,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Mischocarpus,a11409
venosa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Owenia,a12249
bifoliata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Rhysotoechia,a1447
bifoliolata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Rhysotoechia,a1448
acuminata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Sarcopteryx,a121
stipata,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Sarcopteryx,a11139
villosa,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Sarcotoechia,a12360
cordieri,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Synima,a2726
reynoldsiae,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Synima,a9934
dasyrrhache,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Toechima,a3155
erythrocarpum,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Toechima,a3985
tenax,Div4,Cls8,Sapindaceaeord,Sapindaceae,,,Toechima,a11524
whitei,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Amorphospermum,a12598
australis,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Diospyros,a1165
kauki,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Manilkara,a5946
elengi,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Mimusops,a3800
antiloga,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Niemeyera,a627
chartacea,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Niemeyera,a2262
whitei,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Niemeyera,a12599
arnhemica,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a818
australis,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a1166
chartacea,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a2263
cotinifolia,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a2824
euphlebia,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a4029
laurifolia,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a6244
myrsinifolia,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a7648
myrsinodendron,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a7650
pohlmaniana,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a9069
pubescens,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Planchonella,a9410
obovata,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Pouteria,a8014
sericea,Div4,Cls8,Sapotaceaeord,Sapotaceae,,,Sersalisia,a10602
comosa,Div4,Cls8,Sargassaceaeord,Sargassaceae,,,Phyllospora,a2556
crassifalia,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Bergenia,a2839
americana,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Heuchera,a447
sanguinea,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Heuchera,a10321
diphylla,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Mitella,a3487
nuda,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Mitella,a7921
cernua,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Saxifraga,a2222
cespitosa,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Saxifraga,a2235
globulifera,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Saxifraga,a4862
granulata,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Saxifraga,a5056
paniculata,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Saxifraga,a8458
rivularis,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Saxifraga,a10024
virginiensis,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Saxifraga,a12446
cordifolia,Div4,Cls8,Saxifragaceaeord,Saxifragaceae,,,Tiarella,a2733
bifida,Div4,Cls8,Schizaeaceaeord,Schizaeaceae,,,Schizaea,a1433
dichotoma,Div4,Cls8,Schizaeaceaeord,Schizaeaceae,,,Schizaea,a3383
fistulosa,Div4,Cls8,Schizaeaceaeord,Schizaeaceae,,,Schizaea,a4310
rupestris,Div4,Cls8,Schizaeaceaeord,Schizaeaceae,,,Schizaea,a10227
fimbriatum,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Artanema,a4291
alternifolia,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a394
australis,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a1167
davidii,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a3161
globosa,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a4859
lindleyana,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a6476
madagascariensis,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a6891
salviifolia,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a10310
variabilis,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Buddleja,a12207
nana,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Diascia,a7679
pachyceras,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Diascia,a8334
personata,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Diascia,a8802
alternifolia,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Eremophila,a395
bignoniflora,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Eremophila,a1457
bignoniiflora,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Eremophila,a1458
bowmanii,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Eremophila,a1580
crassifolia,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Eremophila,a2848
debilis,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Eremophila,a3186
debilis,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,Myoporeae,Eremophila,a3188
deserti,Div4,Cls8,Scrophulariaceaeord,Scrophulariaceae,,,Eremophila,a3348
